date,company_code,is_copied,last_published,changes_24h,changes_7d,added_24h,removed_24h,added_7d,removed_7d,contributors_7d,contributors_all_time,changes_1y,added_1y,removed_1y,stars,copy,watchers,market_cap_rank,price_share_usd,market_cap_usd,parsed_language
3/12/2018,SEO,1,96.0,0,4,0,0,44,14,3,7,40,0,0,24,18,26,10,6.02085,4346881953.0,1
3/12/2018,HET,0,288.0,0,0,0,0,0,0,0,14,0,64786,63973,43,29,25,2,716.361,70298982106.0,14
3/12/2018,CET,0,1368.0,0,0,0,0,0,0,0,0,5,0,0,0,0,6,16,21.0504,2114410291.0,5
3/12/2018,XIC,0,792.0,0,0,0,0,0,0,0,2,22,0,0,2,19,3,23,2.68828,1038059198.0,10
3/12/2018,AMI,0,528.0,0,0,0,0,0,0,0,0,94,0,0,78,51,18,12,1.35426,3764206681.0,7
3/12/2018,KLS,0,5784.0,0,0,0,0,0,0,0,0,0,0,0,1,7,3,18,14.81,1521348155.0,8
3/12/2018,CLT,1,2856.0,0,0,0,0,0,0,0,40,0,0,0,4,2,14,5,185.12,10290601941.0,7
3/12/2018,RXM,0,6.0,5,19,4104,2143,15919,11778,1,0,182,1301946,394787,20,11,16,9,275.158,4351452452.0,0
3/12/2018,MXE,1,3984.0,0,0,0,0,0,0,0,100,0,0,0,1,0,12,13,0.346123,3115107000.0,12
3/12/2018,ONE,0,14.0,0,2,0,0,237,17,1,80,341,0,0,134,206,38,6,90.2788,5868122000.0,2
3/12/2018,GOM,1,624.0,0,0,0,0,0,0,0,1,7,0,0,0,0,2,20,14.2496,1454065546.0,4
3/12/2018,TPP,0,1152.0,0,0,0,0,0,0,0,1,3,0,0,0,0,11,29,16.2305,600593859.0,14
3/12/2018,MQT,1,1152.0,0,0,0,0,0,0,0,1,3,0,0,0,0,2,22,18.8871,1396556219.0,0
3/12/2018,PXR,0,1152.0,0,0,0,0,0,0,0,1,8,0,0,5,6,8,3,0.814534,31841727864.0,6
3/12/2018,MXL,0,19992.0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,0.298801,5527346673.0,14
3/12/2018,XTR,0,1.0,2,387,132,2,44135,23754,10,33,1524,191138,159667,1096,246,287,14,0.0375256,2467240372.0,7
3/12/2018,NVE,1,1152.0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,17,3.80423,1844848444.0,14
3/12/2018,CZE,0,9192.0,0,0,0,0,0,0,0,5,60,0,0,2,6,9,24,298.684,1033579181.0,10
3/13/2018,BBN,1,48.0,0,5,0,0,149,126,2,0,41,0,0,25,19,7,25,7.98235,790364403.0,0
3/13/2018,CBT,0,1.0,0,3,0,0,14,10,2,100,261,57796,18724,2142,1180,481,1,9097.54,154000000000.0,10
3/13/2018,HBC,0,816.0,0,0,0,0,0,0,0,1,9,0,0,0,1,2,4,1046.01,17797611723.0,6
3/13/2018,GBT,0,1176.0,0,0,0,0,0,0,0,1,7,0,0,1,2,1,22,78.7071,1328364212.0,14
3/13/2018,NBC,0,0.06666666666666667,0,0,0,0,0,0,0,0,11,829591,244290,393,5152,130,29,0.00320001,588093194.0,1
3/13/2018,AAD,0,1176.0,0,0,0,0,0,0,0,2,7,0,0,0,1,14,6,0.221812,5750935370.0,8
3/13/2018,HDA,1,2568.0,0,0,0,0,0,0,0,1,0,0,0,1,1,2,11,490.792,3898227131.0,0
3/13/2018,DDG,0,3456.0,0,0,0,0,0,0,0,1,0,0,0,3,2,4,26,335.97,671940000.0,11
3/13/2018,SEO,1,120.0,0,2,0,0,10,10,2,7,40,0,0,24,18,26,9,5.81079,4210279888.0,1
3/13/2018,HET,0,312.0,0,0,0,0,0,0,0,14,0,0,0,43,29,25,2,696.718,68385612087.0,14
3/13/2018,CET,0,1392.0,0,0,0,0,0,0,0,0,5,0,0,0,0,6,16,20.289,2038383119.0,5
3/13/2018,XIC,0,816.0,0,0,0,0,0,0,0,2,22,0,0,2,19,3,24,2.62168,1012342106.0,10
3/13/2018,AMI,0,13.0,0,0,0,0,0,0,0,12,94,0,0,79,51,19,13,1.31197,3646660345.0,7
3/13/2018,KLS,0,5808.0,0,0,0,0,0,0,0,0,0,0,0,1,7,3,18,13.9749,1436045658.0,8
3/13/2018,CLT,1,2880.0,0,0,0,0,0,0,0,40,0,0,0,4,2,14,5,175.945,9783119296.0,7
3/13/2018,RXM,0,24.0,0,17,0,0,15919,11778,0,10,187,1301946,394787,20,11,16,10,255.363,4039345962.0,0
3/13/2018,MXE,1,4008.0,0,0,0,0,0,0,0,100,0,0,0,1,0,12,12,0.417775,3759975000.0,12
3/13/2018,ONE,0,48.0,0,2,0,0,237,17,1,80,341,0,0,134,206,38,7,85.3014,5544591000.0,2
3/13/2018,GOM,1,648.0,0,0,0,0,0,0,0,1,7,0,0,0,0,2,20,13.4809,1375625436.0,4
3/13/2018,TPP,0,1176.0,0,0,0,0,0,0,0,1,3,0,0,0,0,11,27,18.0139,666586840.0,14
3/13/2018,MQT,1,1176.0,0,0,0,0,0,0,0,1,3,0,0,0,0,2,21,18.2679,1350815116.0,0
3/13/2018,PXR,0,1176.0,0,0,0,0,0,0,0,1,8,0,0,5,6,8,3,0.787138,30770764618.0,6
3/13/2018,MST,0,1176.0,0,0,0,0,0,0,0,1,1,0,0,0,2,3,28,2.489,628811006.0,14
3/13/2018,MXL,0,20016.0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,0.289876,5362320764.0,14
3/13/2018,XTR,0,7.0,33,402,1286,392,44773,20283,10,33,1580,191609,159835,1100,245,283,14,0.0355306,2336072728.0,7
3/13/2018,NVE,1,1176.0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,17,4.0042,1955550373.0,14
3/13/2018,CZE,0,9216.0,0,0,0,0,0,0,0,5,60,0,0,2,6,9,23,291.98,1012475323.0,10
3/14/2018,BBN,1,72.0,0,5,0,0,149,126,2,3,41,0,0,25,19,7,24,10.5155,1041181717.0,0
3/14/2018,CBT,0,7.0,0,2,0,0,6,6,2,100,261,57796,18724,2148,1186,482,1,9297.91,157000000000.0,10
3/14/2018,HBC,0,840.0,0,0,0,0,0,0,0,1,9,0,0,0,1,2,4,1057.22,17990236991.0,6
3/14/2018,GBT,0,1200.0,0,0,0,0,0,0,0,1,7,0,0,1,2,1,22,80.0781,1351686184.0,14
3/14/2018,NBC,0,20.0,0,0,0,0,0,0,0,4,11,829591,244290,393,5174,131,29,0.00310692,570991461.0,1
3/14/2018,AAD,0,1200.0,0,0,0,0,0,0,0,2,7,0,0,0,1,14,6,0.23054,5977226842.0,8
3/14/2018,HDA,1,2592.0,0,0,0,0,0,0,0,1,0,0,0,1,1,2,12,488.367,3879947170.0,0
3/14/2018,DDG,0,3480.0,0,0,0,0,0,0,0,1,0,0,0,3,2,4,28,333.602,667204000.0,11
3/14/2018,SEO,1,144.0,0,2,0,0,10,10,2,7,40,0,0,24,18,26,10,5.94122,4316949777.0,1
3/14/2018,HET,0,336.0,0,0,0,0,0,0,0,14,0,0,0,43,29,25,2,701.016,68821744770.0,14
3/14/2018,CET,0,1416.0,0,0,0,0,0,0,0,0,5,0,0,0,0,6,17,20.1854,2028424851.0,5
3/14/2018,XIC,0,840.0,0,0,0,0,0,0,0,2,22,0,0,2,20,3,23,3.03368,1171432822.0,10
3/14/2018,AMI,0,48.0,0,0,0,0,0,0,0,0,94,0,0,79,51,19,13,1.35456,3765040540.0,7
3/14/2018,KLS,0,5832.0,0,0,0,0,0,0,0,0,0,0,0,1,7,3,19,14.1254,1451999106.0,8
3/14/2018,CLT,1,2904.0,0,0,0,0,0,0,0,0,0,0,0,4,2,14,5,177.05,9847314049.0,7
3/14/2018,RXM,0,48.0,0,16,0,0,15674,11634,0,0,187,1301946,394787,20,11,16,11,251.053,3972132313.0,0
3/14/2018,MXE,1,18.0,0,0,0,0,0,0,0,100,0,0,0,2,1,13,9,0.482239,4340151000.0,12
3/14/2018,ONE,0,72.0,0,2,0,0,237,17,1,80,341,0,0,134,207,38,7,84.3801,5484706500.0,2
3/14/2018,GOM,1,672.0,0,0,0,0,0,0,0,1,7,0,0,0,0,2,20,13.7006,1398044185.0,4
3/14/2018,TPP,0,1200.0,0,0,0,0,0,0,0,1,3,0,0,0,0,11,26,18.7375,693362954.0,14
3/14/2018,MQT,1,1200.0,0,0,0,0,0,0,0,1,3,0,0,0,0,2,21,18.565,1372828803.0,0
3/14/2018,PXR,0,1200.0,0,0,0,0,0,0,0,1,8,0,0,5,6,8,3,0.79589,31112706258.0,6
3/14/2018,MST,0,1200.0,0,0,0,0,0,0,0,1,1,0,0,0,2,3,27,2.67046,675071492.0,14
3/14/2018,MXL,0,20040.0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,0.293768,5434321234.0,14
3/14/2018,XTR,0,3.0,17,369,1287,635,41853,18846,10,33,1613,192045,160043,1102,245,282,14,0.0361197,2374804988.0,7
3/14/2018,NVE,1,1200.0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,16,4.4935,2206244636.0,14
3/14/2018,CZE,0,9240.0,0,0,0,0,0,0,0,5,60,0,0,2,6,9,25,289.053,1004399558.0,10
3/15/2018,BBN,1,3.0,0,4,0,0,148,126,1,0,41,0,0,26,20,7,24,8.67643,859088040.0,0
3/15/2018,CBT,0,6.0,0,2,0,0,6,6,2,100,258,57796,18724,2150,1187,483,1,7963.4,135000000000.0,10
3/15/2018,HBC,0,864.0,0,0,0,0,0,0,0,1,9,0,0,0,1,2,4,894.053,15215262170.0,6
3/15/2018,GBT,0,1224.0,0,0,0,0,0,0,0,1,7,0,0,1,2,1,22,63.9462,1079499692.0,14
3/15/2018,AAD,0,1224.0,0,0,0,0,0,0,0,2,7,2808,20,0,1,14,6,0.177556,4603506936.0,8
3/15/2018,HDA,1,2616.0,0,0,0,0,0,0,0,1,0,0,0,1,1,2,11,402.934,3201990213.0,0
3/15/2018,DDG,0,3504.0,0,0,0,0,0,0,0,1,0,0,0,3,2,4,26,345.462,690924000.0,11
3/15/2018,SEO,1,5.0,0,2,0,0,10,10,2,7,40,1006,194,25,18,26,9,4.95843,3612864865.0,1
3/15/2018,HET,0,360.0,0,0,0,0,0,0,0,14,0,64786,63973,43,29,25,2,588.166,57754815184.0,14
3/15/2018,CET,0,1440.0,0,0,0,0,0,0,0,0,5,0,0,0,0,6,17,16.2947,1637816031.0,5
3/15/2018,XIC,0,864.0,0,0,0,0,0,0,0,2,22,0,0,2,20,3,23,2.25172,869484822.0,10
3/15/2018,AMI,0,72.0,0,0,0,0,0,0,0,0,94,23073,6450,79,51,19,13,1.05674,2937240831.0,7
3/15/2018,KLS,0,5856.0,0,0,0,0,0,0,0,0,0,0,0,1,7,3,19,11.0625,1137535169.0,8
3/15/2018,CLT,1,2928.0,0,0,0,0,0,0,0,0,0,0,0,4,2,14,5,154.601,8600883593.0,7
3/15/2018,RXM,0,72.0,0,10,0,0,7016,4180,0,0,187,1301946,394787,20,11,16,12,199.461,3156543023.0,0
3/15/2018,MXE,1,48.0,0,0,0,0,0,0,0,100,0,0,0,2,1,13,10,0.366092,3294828000.0,12
3/15/2018,ONE,0,1.0,3,5,23,9,260,26,3,81,343,0,0,134,207,38,7,66.8503,4345269500.0,2
3/15/2018,GOM,1,696.0,0,0,0,0,0,0,0,1,7,0,0,0,0,2,20,11.0248,1124998725.0,4
3/15/2018,TPP,0,1224.0,0,0,0,0,0,0,0,1,3,0,0,0,0,11,27,15.1176,559412077.0,14
3/15/2018,MQT,1,1224.0,0,0,0,0,0,0,0,1,3,0,0,0,0,2,21,14.864,1099186081.0,0
3/15/2018,PXR,0,1224.0,0,0,0,0,0,0,0,1,8,0,0,5,6,8,3,0.651729,25477205313.0,6
3/15/2018,MST,0,1224.0,0,0,0,0,0,0,0,1,1,0,0,0,2,3,28,2.02144,511036339.0,14
3/15/2018,MXL,0,20064.0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,0.221147,4090928345.0,14
3/15/2018,XTR,0,8.0,37,347,4419,2178,35750,15955,10,33,1667,192589,160954,1102,247,279,15,0.0291358,1915626186.0,7
3/15/2018,NVE,1,1224.0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,16,3.5044,1728303276.0,14
3/15/2018,CZE,0,9264.0,0,0,0,0,0,0,0,5,60,0,0,2,6,9,25,239.411,833618628.0,10
3/16/2018,BBN,1,24.0,0,3,0,0,147,126,1,3,41,0,0,26,20,7,23,8.72654,864049632.0,0
3/16/2018,CBT,0,11.0,0,2,0,0,6,6,2,100,258,57796,18724,2155,1191,483,1,8075.33,137000000000.0,10
3/16/2018,HBC,0,888.0,0,0,0,0,0,0,0,1,9,0,0,0,1,2,4,910.251,15492563045.0,6
3/16/2018,GBT,0,1248.0,0,0,0,0,0,0,0,1,7,0,0,1,2,1,22,62.9528,1062855641.0,14
3/16/2018,AAD,0,1248.0,0,0,0,0,0,0,0,2,7,0,0,0,1,14,6,0.177846,4611025787.0,8
3/16/2018,HDA,1,2640.0,0,0,0,0,0,0,0,1,0,0,0,1,1,2,11,403.962,3210960799.0,0
3/16/2018,DDG,0,3528.0,0,0,0,0,0,0,0,1,0,0,0,3,3,4,26,386.87,773740000.0,11
3/16/2018,SEO,1,24.0,0,0,0,0,0,0,0,7,40,0,0,25,18,26,9,5.04059,3682794042.0,1
3/16/2018,HET,0,384.0,0,0,0,0,0,0,0,14,0,0,0,43,29,25,2,598.415,58773453470.0,14
3/16/2018,CET,0,1464.0,0,0,0,0,0,0,0,0,5,0,0,0,0,6,17,17.7094,1780401530.0,5
3/16/2018,XIC,0,888.0,0,0,0,0,0,0,0,2,22,0,0,2,20,3,24,2.22851,860522454.0,10
3/16/2018,AMI,0,96.0,0,0,0,0,0,0,0,0,94,0,0,79,51,19,13,1.065,2960199751.0,7
3/16/2018,KLS,0,5880.0,0,0,0,0,0,0,0,0,0,0,0,1,7,3,18,12.3755,1272976080.0,8
3/16/2018,CLT,1,2952.0,0,0,0,0,0,0,0,0,0,0,0,4,2,14,5,161.385,8980628394.0,7
3/16/2018,RXM,0,96.0,0,7,0,0,6196,3412,0,10,187,1301946,394787,20,11,16,10,205.146,3247205161.0,0
3/16/2018,MXE,1,72.0,0,0,0,0,0,0,0,0,0,0,0,2,1,13,12,0.354602,3191418000.0,12
3/16/2018,ONE,0,15.0,1,6,6,2,266,28,3,81,345,117228,32932,135,210,38,7,66.8446,4344899000.0,2
3/16/2018,GOM,1,720.0,0,0,0,0,0,0,0,1,7,0,0,0,0,2,21,10.9095,1113233218.0,4
3/16/2018,TPP,0,1248.0,0,0,0,0,0,0,0,1,3,0,0,0,0,11,27,15.3873,569392063.0,14
3/16/2018,MQT,1,1248.0,0,0,0,0,0,0,0,1,3,0,0,0,0,2,20,15.1133,1117657794.0,0
3/16/2018,PXR,0,1248.0,0,0,0,0,0,0,0,1,8,0,0,5,6,8,3,0.69615,27213698453.0,6
3/16/2018,MST,0,1248.0,0,0,0,0,0,0,0,1,1,0,0,0,2,3,28,2.00277,506882399.0,14
3/16/2018,MXL,0,20088.0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,0.230256,4259433152.0,14
3/16/2018,XTR,0,16.0,23,314,953,334,30033,12254,9,33,1706,192961,161157,1105,247,278,15,0.0294135,1933884459.0,7
3/16/2018,NVE,1,1248.0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,16,3.69535,1831085301.0,14
3/16/2018,SWA,0,1560.0,0,0,0,0,0,0,0,2,12,0,0,0,0,3,29,4.92222,492222000.0,7
3/16/2018,CZE,0,9288.0,0,0,0,0,0,0,0,5,60,0,0,2,6,9,25,235.643,822192301.0,10
3/17/2018,BBN,1,48.0,0,3,0,0,147,126,1,0,41,0,0,26,20,7,23,9.11137,902153189.0,0
3/17/2018,CBT,0,2.0,0,2,0,0,6,6,2,100,258,57796,18724,2165,1192,483,1,8242.68,139000000000.0,10
3/17/2018,HBC,0,912.0,0,0,0,0,0,0,0,1,9,0,0,0,1,2,4,970.206,16514785894.0,6
3/17/2018,GBT,0,1272.0,0,0,0,0,0,0,0,1,7,0,0,1,2,1,22,63.7482,1076408985.0,14
3/17/2018,AAD,0,1272.0,0,0,0,0,0,0,0,2,7,0,0,0,1,14,6,0.176084,4565342289.0,8
3/17/2018,HDA,1,2664.0,0,0,0,0,0,0,0,1,0,0,0,1,1,2,11,424.273,3373232986.0,0
3/17/2018,DDG,0,3552.0,0,0,0,0,0,0,0,1,0,0,0,3,3,4,26,404.938,809876000.0,11
3/17/2018,SEO,1,48.0,0,0,0,0,0,0,0,7,40,0,0,25,18,25,9,5.06917,3713724151.0,1
3/17/2018,HET,0,408.0,0,0,0,0,0,0,0,14,0,0,0,43,29,25,2,598.845,58827975713.0,14
3/17/2018,CET,0,1488.0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,17,17.7281,1782679304.0,5
3/17/2018,XIC,0,912.0,0,0,0,0,0,0,0,2,22,0,0,2,20,3,24,2.22397,859658955.0,10
3/17/2018,AMI,0,120.0,0,0,0,0,0,0,0,0,94,0,0,79,51,19,12,1.10858,3081331681.0,7
3/17/2018,KLS,0,5904.0,0,0,0,0,0,0,0,0,0,0,0,1,7,3,18,12.7989,1316970434.0,8
3/17/2018,CLT,1,2976.0,0,0,0,0,0,0,0,0,0,0,0,4,2,14,5,162.772,9060301515.0,7
3/17/2018,RXM,0,120.0,0,7,0,0,6196,3412,0,0,187,1301946,394787,20,11,16,10,213.09,3373748342.0,0
3/17/2018,MXE,1,96.0,0,0,0,0,0,0,0,100,0,0,0,2,1,13,13,0.320743,2886687000.0,12
3/17/2018,ONE,0,20.0,1,5,151,0,180,11,4,82,346,0,0,135,211,38,7,68.0486,4423159000.0,2
3/17/2018,GOM,1,744.0,0,0,0,0,0,0,0,1,7,0,0,0,0,2,20,11.0398,1126529363.0,4
3/17/2018,TPP,0,19.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,27,15.1355,560074449.0,14
3/17/2018,MQT,1,1272.0,0,0,0,0,0,0,0,1,3,0,0,0,0,2,21,14.9745,1107428426.0,0
3/17/2018,PXR,0,1272.0,0,0,0,0,0,0,0,1,8,0,0,5,6,8,3,0.685453,26795534361.0,6
3/17/2018,MST,0,1272.0,0,0,0,0,0,0,0,1,1,0,0,0,2,3,28,2.00064,507587752.0,14
3/17/2018,MXL,0,20112.0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,0.230445,4262929403.0,14
3/17/2018,XTR,0,0.31666666666666665,30,302,2072,1173,28140,11887,12,34,1719,0,0,1107,247,277,15,0.029936,1968237890.0,7
3/17/2018,NVE,1,1272.0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,16,3.91876,1953144266.0,14
3/17/2018,SWA,0,1584.0,0,0,0,0,0,0,0,2,12,0,0,0,0,3,29,4.94434,494434000.0,7
3/17/2018,CZE,0,9312.0,0,0,0,0,0,0,0,5,60,0,0,2,6,9,25,233.686,817020296.0,10
3/18/2018,BBN,1,72.0,0,0,0,0,0,0,0,0,41,0,0,26,20,7,23,8.49262,840888277.0,0
3/18/2018,CBT,0,0.11666666666666667,0,0,0,0,0,0,0,100,257,57796,18724,2172,1193,483,1,7707.66,130000000000.0,10
3/18/2018,HBC,0,936.0,0,0,0,0,0,0,0,1,9,0,0,0,1,2,4,918.13,15630027064.0,6
3/18/2018,GBT,0,1296.0,0,0,0,0,0,0,0,1,7,0,0,1,2,1,21,55.9178,944290799.0,14
3/18/2018,NBC,0,21.0,0,0,0,0,0,0,0,4,11,829591,244290,395,5212,132,29,0.00231669,425779748.0,1
3/18/2018,AAD,0,1296.0,0,0,0,0,0,0,0,2,7,0,0,0,1,14,7,0.142932,3705808046.0,8
3/18/2018,HDA,1,2688.0,0,0,0,0,0,0,0,1,0,0,0,1,1,2,12,369.663,2939780882.0,0
3/18/2018,DDG,0,3576.0,0,0,0,0,0,0,0,1,0,0,0,3,3,4,26,335.164,670328000.0,11
3/18/2018,SEO,1,72.0,0,0,0,0,0,0,0,7,40,1006,194,25,18,25,9,4.34858,3194188983.0,1
3/18/2018,HET,0,432.0,0,0,0,0,0,0,0,14,0,0,0,43,29,25,2,521.033,51194563560.0,14
3/18/2018,CET,0,1512.0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,17,15.5794,1566963183.0,5
3/18/2018,XIC,0,936.0,0,0,0,0,0,0,0,2,22,0,0,2,20,3,25,1.83382,708849393.0,10
3/18/2018,AMI,0,144.0,0,0,0,0,0,0,0,0,94,23073,6450,79,51,19,10,1.1017,3062208513.0,7
3/18/2018,KLS,0,5928.0,0,0,0,0,0,0,0,0,0,0,0,1,7,3,18,11.7467,1209105802.0,8
3/18/2018,CLT,1,3000.0,0,0,0,0,0,0,0,0,0,0,0,4,2,14,5,149.796,8340207788.0,7
3/18/2018,RXM,0,10.0,5,11,2013,1367,6122,3511,1,10,187,1303954,396153,20,11,16,11,190.288,3013436254.0,0
3/18/2018,MXE,1,120.0,0,0,0,0,0,0,0,100,0,0,0,2,1,13,13,0.255762,2301858000.0,12
3/18/2018,ONE,0,22.0,0,5,0,0,180,11,4,82,346,0,0,136,212,38,6,58.6343,3811229500.0,2
3/18/2018,GOM,1,768.0,0,0,0,0,0,0,0,1,7,0,0,0,0,2,20,9.31853,950886580.0,4
3/18/2018,TPP,0,48.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,27,13.2045,488619673.0,14
3/18/2018,MQT,1,1296.0,0,0,0,0,0,0,0,1,3,0,0,0,0,2,22,12.4901,923726279.0,0
3/18/2018,PXR,0,1296.0,0,0,0,0,0,0,0,1,8,0,0,5,6,8,3,0.604926,23647595705.0,6
3/18/2018,MXL,0,20136.0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,0.187105,3461196407.0,14
3/18/2018,XTR,0,2.0,11,263,2563,397,25919,9528,12,34,1808,195673,161842,1110,247,276,15,0.0265743,1747212191.0,7
3/18/2018,NVE,1,1296.0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,16,3.46113,1734269565.0,14
3/18/2018,SWA,0,1608.0,0,0,0,0,0,0,0,2,12,0,0,0,0,3,28,4.34945,434945000.0,7
3/18/2018,CZE,0,9336.0,0,0,0,0,0,0,0,5,60,0,0,2,6,9,24,215.246,754094182.0,10
3/19/2018,BBN,1,7.0,0,0,0,0,0,0,0,3,41,0,0,28,20,9,23,8.81355,872664840.0,0
3/19/2018,CBT,0,20.0,0,0,0,0,0,0,0,100,256,57796,18724,2173,1192,485,1,8189.4,139000000000.0,10
3/19/2018,HBC,0,960.0,0,0,0,0,0,0,0,1,9,0,0,0,1,2,4,917.963,15628859378.0,6
3/19/2018,GBT,0,1320.0,0,0,0,0,0,0,0,1,7,1587,1152,1,2,1,22,58.9244,995088668.0,14
3/19/2018,NBC,0,48.0,0,0,0,0,0,0,0,4,11,829591,244290,395,5217,132,29,0.00249234,458066903.0,1
3/19/2018,AAD,0,1320.0,0,0,0,0,0,0,0,2,7,0,0,0,1,14,6,0.158762,4116233573.0,8
3/19/2018,HDA,1,2712.0,0,0,0,0,0,0,0,1,0,0,0,1,1,2,12,376.296,2993263712.0,0
3/19/2018,DDG,0,3600.0,0,0,0,0,0,0,0,1,0,0,0,3,3,4,26,340.796,681592000.0,11
3/19/2018,SEO,1,4.0,0,0,0,0,0,0,0,7,40,0,0,26,18,25,9,4.57743,3371668161.0,1
3/19/2018,HET,0,456.0,0,0,0,0,0,0,0,14,0,0,0,43,29,25,2,527.676,51858129620.0,14
3/19/2018,CET,0,1536.0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,17,16.3477,1644603648.0,5
3/19/2018,XIC,0,960.0,0,0,0,0,0,0,0,2,22,0,0,2,20,3,25,2.01178,777638499.0,10
3/19/2018,AMI,0,168.0,0,0,0,0,0,0,0,0,94,0,0,79,51,19,10,1.18669,3298440792.0,7
3/19/2018,KLS,0,5952.0,0,0,0,0,0,0,0,0,0,0,0,1,7,3,18,12.0466,1240391250.0,8
3/19/2018,CLT,1,3024.0,0,0,0,0,0,0,0,0,0,542195,380303,4,2,14,5,151.738,8450476027.0,7
3/19/2018,RXM,0,6.0,3,9,3240,2668,5258,4036,1,0,193,1307194,398821,20,11,16,11,202.375,3205585313.0,0
3/19/2018,MXE,1,144.0,0,0,0,0,0,0,0,100,0,0,0,2,1,13,13,0.285796,2572164000.0,12
3/19/2018,ONE,0,1.0,2,7,550,3,730,14,5,83,346,0,0,136,213,38,7,62.7417,4078210500.0,2
3/19/2018,GOM,1,792.0,0,0,0,0,0,0,0,1,7,0,0,0,0,2,20,10.0595,1026497049.0,4
3/19/2018,TPP,0,72.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,27,14.6937,543726070.0,14
3/19/2018,MQT,1,1320.0,0,0,0,0,0,0,0,1,3,0,0,0,0,2,21,13.465,995858150.0,0
3/19/2018,PXR,0,1320.0,0,0,0,0,0,0,0,1,8,0,0,5,6,8,3,0.659183,25768594968.0,6
3/19/2018,MST,0,1320.0,0,0,0,0,0,0,0,1,1,0,0,0,2,3,28,1.85002,470157251.0,14
3/19/2018,MXL,0,20160.0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,0.219133,4053672216.0,14
3/19/2018,XTR,0,24.0,0,252,0,0,21014,8084,11,34,1808,195673,161842,1110,247,276,15,0.0286556,1884053904.0,7
3/19/2018,NVE,1,1320.0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,16,3.58324,1812422121.0,14
3/19/2018,CZE,0,9360.0,0,0,0,0,0,0,0,5,60,0,0,2,6,9,24,237.739,834596132.0,10
3/20/2018,BBN,1,24.0,0,0,0,0,0,0,0,3,41,0,0,28,20,9,24,9.0315,894244941.0,0
3/20/2018,CBT,0,1.0,0,0,0,0,0,0,0,100,256,57796,18724,2180,1196,489,1,8643.5,146000000000.0,10
3/20/2018,HBC,0,984.0,0,0,0,0,0,0,0,1,9,0,0,0,1,2,4,1009.1,17182387181.0,6
3/20/2018,GBT,0,1344.0,0,0,0,0,0,0,0,1,7,0,0,1,2,1,22,67.1643,1134472097.0,14
3/20/2018,NBC,0,72.0,0,0,0,0,0,0,0,4,0,829591,244290,395,5234,132,29,0.00266931,490596766.0,1
3/20/2018,AAD,0,1344.0,0,0,0,0,0,0,0,2,0,0,0,0,1,14,6,0.19894,5157931413.0,8
3/20/2018,HDA,1,2736.0,0,0,0,0,0,0,0,1,0,0,0,1,1,2,12,414.574,3298563457.0,0
3/20/2018,DDG,0,3624.0,0,0,0,0,0,0,0,1,0,0,0,3,3,4,26,352.513,705026000.0,11
3/20/2018,SEO,1,24.0,0,0,0,0,0,0,0,7,40,0,0,26,18,25,9,6.03003,4453543473.0,1
3/20/2018,HET,0,480.0,0,0,0,0,0,0,0,14,0,64786,63973,43,29,25,2,556.751,54726854084.0,14
3/20/2018,CET,0,1560.0,0,0,0,0,0,0,0,0,5,0,0,0,0,6,17,19.6687,1979152985.0,5
3/20/2018,XIC,0,984.0,0,0,0,0,0,0,0,2,22,0,0,2,20,3,23,2.33353,902008553.0,10
3/20/2018,AMI,0,192.0,0,0,0,0,0,0,0,12,94,0,0,79,51,19,10,1.33068,3698665357.0,7
3/20/2018,KLS,0,5976.0,0,0,0,0,0,0,0,0,0,0,0,1,7,3,19,13.1133,1350678317.0,8
3/20/2018,CLT,1,3048.0,0,0,0,0,0,0,0,0,0,0,0,4,2,14,5,161.767,9011344201.0,7
3/20/2018,RXM,0,8.0,4,13,27184,1722,32442,5758,1,0,196,1334378,400543,20,11,16,11,217.771,3450198706.0,0
3/20/2018,MXE,1,168.0,0,0,0,0,0,0,0,100,0,0,0,2,1,13,13,0.288607,2597463000.0,12
3/20/2018,ONE,0,0.75,2,9,97,1,827,15,6,83,349,0,0,136,214,38,7,74.0568,4813692000.0,2
